ID,Name,Cuisine,Delivery_rating,Dining_rating,Overall_rating,Area,Offer,Votes,Featured
19868137,Backstreet Brewery,"Italian, Bar Food, Pizza, North Indian",3.6,4.2,3.9,"Sarjapur Road, Bangalore",Pro - Get 20% off,549,Featured
18713342,One For The Road,"Continental, North Indian",4.1,4.4,4.3,"Elements Mall, Nagawara, Bangalore",Pro - Get 25% off,"3,037",Featured
18709627,Simon Says Brew Works,"Finger Food, Continental, American, Pizza",,4.3,4.3,"Koramangala 5th Block, Bangalore",Pro - Get 15% off,"4,490",Featured
18871082,Orbis Restaurant,"Mughlai, Biryani, North Indian, Arabian, Chinese, Beverages, Desserts",3.5,3.4,3.5,"Brookefield, Bangalore",Pro - Get 20% off,21.2K,NO
19278899,Karnatic,"Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",4.0,3.9,4.0,"JP Nagar, Bangalore",,352,NO
20143777,Ambur Star Briyani Since 1890,"Biryani, Andhra, Chinese, Beverages",Newly Opened,Newly Opened,4.2,"Kammanahalli, Bangalore",,161,NO
19870674,Habibi Falafel ,"Arabian, Beverages, Fast Food",4.2,3.7,4.0,"JP Nagar, Bangalore",,289,NO
20149515,La Pino'z Pizza,"Pizza, Fast Food",4.0,3.7,3.9,"Jayanagar, Bangalore",,111,NO
20136624,Casa Fresco by Tea Brew,"Cafe, Continental, Italian, American, Momos, Burger, Beverages",Newly Opened,Newly Opened,3.8,"HSR, Bangalore",,45,NO
18995973,Jagannath Food Corner,"North Indian, Fast Food",3.7,3.9,3.8,"BTM, Bangalore",,"6,786",NO
19154444,Shawarma Grill House,"Chinese, Biryani, Mughlai, North Indian, Shake",4.1,3.7,3.9,"Rajajinagar, Bangalore",,"3,222",NO
18641152,Tapri By The Corner,"North Indian, Chinese",3.9,4.0,4.0,"Koramangala 5th Block, Bangalore",,"2,953",NO
20163010,Street 1522,"Continental, Asian, Street Food, Mughlai, Burger, North Indian",Newly Opened,Newly Opened,4.0,"Sarjapur Road, Bangalore",,94,NO
18577169,Shaken & Stirred,"Continental, North Indian, Chinese, Seafood, Desserts, Beverages",4.0,4.0,4.0,"Race Course Road, Bangalore",Pro - Get 25% off,263,NO
51441,Coconut Grove,"South Indian, Chettinad, Kerala, Seafood, Finger Food",3.1,3.9,3.5,"Church Street, Bangalore",,771,NO
20166164,Gatsby,"Bar Food, Italian, Continental, Pizza, Desserts, North Indian, Asian, Chinese",Newly Opened,Newly Opened,3.9,"Bannerghatta Road, Bangalore",,141,NO
18280596,Tipsy Bull - The Bar Exchange,"North Indian, Chinese, Continental, Mexican",3.8,4.3,4.1,"Bellandur, Bangalore",,"3,307",NO
18658794,Salut,"Continental, Finger Food, Seafood, Pizza, Chinese",3.2,4.0,3.6,"Jayanagar, Bangalore",Pro - Get 20% off,859,NO
19230143,Casa Piccosa,"North Indian, Italian, Chinese, Desserts",,3.6,3.6,"Bommasandra, Bangalore",,156,NO
18620895,Gilly's Restobar,"Continental, North Indian, Chinese, Salad, Fast Food, Pizza, Italian",4.0,4.4,4.2,"Electronic City, Bangalore",Pro - Get 20% off,"3,257",NO
19895635,Bhola & Blonde,"Modern Indian, North Indian, Lucknowi",,4.0,4.0,"Indiranagar, Bangalore",Pro - Get 20% off,147,NO
20013654,Khanna's,North Indian,4.1,3.9,4.0,"Sarjapur Road, Bangalore",,155,NO
20100878,Flavoured,"Chinese, North Indian, Seafood, Mughlai",4.0,,4.0,"Kammanahalli, Bangalore",,64,NO
19332749,Cafe Rome,"Beverages, Fast Food, Desserts",4.2,4.1,4.2,"Sahakara Nagar, Bangalore",,298,NO
18862816,Hotel Prashanth,"Mughlai, Biryani, South Indian",3.9,3.6,3.8,"Nagarbhavi, Bangalore",,"5,284",NO
18590970,California Burrito,"Mexican, Fast Food, Beverages, Desserts",4.2,4.2,4.2,"HSR, Bangalore",Pro - Get 20% off,"9,578",NO
53966,Chili's American Grill & Bar,"American, Mexican, Burger, Tex-Mex, Desserts, Beverages",3.9,4.4,4.2,"Orion Mall, Malleshwaram, Bangalore",Pro - Get 15% off,"9,270",NO
56028,Momoz,"Chinese, Momos, Seafood, Thai",3.9,4.1,4.0,"BTM, Bangalore",Pro - Get 25% off,26.9K,NO
19704534,Paratha Envy,North Indian,4.4,3.4,3.9,"Koramangala 5th Block, Bangalore",,"1,217",NO
19441869,SLAY Coffee Bar,"Beverages, Coffee, Bakery",4.4,4.0,4.2,"HSR, Bangalore",,"1,401",NO
18534914,Wrappers,Rolls,3.9,3.4,3.7,"Howrah Maidan Area, Howrah",,18.8K,NO
20167962,Chowman,"Chinese, Seafood, Thai",Newly Opened,Newly Opened,3.8,"Kalyani, Kolkata",Pro - Get 15% off,403,NO
19629041,Kaaram-The Andhra Kitchen,"Biryani, Andhra",4.3,3.8,4.1,"Park Street Area, Kolkata",,340,NO
20035814,La Pino'z Pizza,"Pizza, Fast Food, Beverages",3.9,3.6,3.8,"Alipore, Kolkata",,10,NO
20274,Jalapenos,"Italian, Mexican, Continental, Salad",3.9,4.2,4.1,"Camac Street Area, Kolkata",,"2,752",NO
18288868,Hotel Sidheshwari Ashram,"Bengali, North Indian, Mughlai",4.3,4.1,4.2,"New Market Area, Kolkata",,389,NO
20079061,Ananda Hotel & Restaurant,Bengali,4.3,,4.3,"Kaikhali, Kolkata",,106,NO
20183726,Dunkel Braun,"Cafe, Fast Food, Continental, Beverages",,3.6,3.6,"Sector 1, Salt Lake, Kolkata",,1,NO
18635982,Cj's Küche,"North Indian, Biryani, Kebab",3.7,3.6,3.7,"Chinar Park, Kolkata",,17.2K,NO
19494697,Tandoor Village,"Biryani, North Indian",3.5,,3.5,"Kestopur, Kolkata",,577,NO
19963617,Light Room Bar & Kitchen,"Modern Indian, Continental, Bar Food",,3.5,3.5,"The Myx, Park Street Area, Kolkata",,25,NO
19830002,One8 Commune,"Finger Food, Continental, North Indian, Asian, Beverages",,4.0,4.0,"Park Street Area, Kolkata",,364,NO
19341915,Vertex- Fairfield By Marriott Hotel Kolkata,"Finger Food, North Indian, Continental, Desserts",,3.9,3.9,"New Town, Kolkata",,122,NO
18461746,The Orient,"Asian, Chinese, Oriental, Thai, Seafood, Desserts",3.7,4.3,4.0,"City Centre 1, Sector 1, Salt Lake, Kolkata",Pro - Get 15% off,"2,443",NO
23831,Cafe Mezzuna,"Italian, Pizza, Continental, Desserts, Beverages, Pasta",4.1,4.6,4.4,"Forum Mall, Elgin, Kolkata",Pro - Get 15% off,"5,548",NO
18296336,Pour House,"Continental, Chinese, North Indian, Mughlai",,4.2,4.2,"Sector 5, Salt Lake, Kolkata",Pro - Get 20% off,"1,577",NO
18617771,Hard Rock Cafe,"American, Continental, Fast Food, Beverages",,4.5,4.5,"Park Street Area, Kolkata",Pro - Get 20% off,"3,428",NO
18343730,The Grid,"Continental, Italian, Pizza, North Indian",,4.7,4.7,"Topsia, Kolkata",,"2,953",NO
24286,The Irish House,"Italian, Continental",3.8,4.5,4.2,"Quest Mall, Ballygunge, Kolkata",,"3,949",NO
18361667,Monkey Bar,"Pizza, Burger, Continental, Chinese, Fast Food, Beverages",4.1,4.3,4.2,"Fort Knox, Camac Street Area, Kolkata",,"3,528",NO
19566588,Amour,"North Indian, Chinese, Continental, Desserts, Finger Food, Seafood, Beverages",,3.9,3.9,"Elgin, Kolkata",,104,NO
19563716,Credo Fashion Cafe,"Cafe, Fast Food, Beverages",3.7,3.8,3.8,"New Alipore, Kolkata",,50,NO
19090730,Koley's Kitchen Restaurant,"Chinese, North Indian, Mughlai, Fast Food, Seafood",4.3,3.7,4.0,"Barrackpore, Kolkata",,"5,621",NO
18361653,Chinese Pandit,"Chinese, Momos",3.9,3.3,3.6,"Lake Gardens, Kolkata",,12.2K,NO
20093695,Momo Nation Cafe,"Chinese, Momos",4.0,,4.0,"Dobson Road, Howrah",,67,NO
19545167,99,"Biryani, Chinese, North Indian, Fast Food",4.0,3.7,3.9,"Southern Avenue, Kolkata",,326,NO
18886285,New Noodle King,"Chinese, Seafood",3.8,4.1,4.0,"Park Circus Area, Kolkata",,11.4K,NO
18746590,Blue Poppy-Thakali,"Chinese, Tibetan, Momos",4.1,4.3,4.2,"Camac Street Area, Kolkata",,"3,641",NO
19192581,New Arsalan Biryani Palace,Biryani,3.8,3.5,3.7,"Chinar Park, Kolkata",,"3,581",NO
24297,Raasta Cafe,"North Indian, Fast Food, Sandwich, Pizza, Chinese, Beverages",4.0,4.0,4.0,"Dobson Road, Howrah",,15.5K,NO
19291447,Molecule Air Bar,"North Indian, Asian, Beverages, Italian",,4.5,4.5,"Green Park, New Delhi",Pro - Get 20% off,"1,307",Featured
19556284,Palsang Eatery,"Coffee, Chinese, Fast Food, Italian, Pasta, Beverages",4.3,3.8,4.1,"Shahpur Jat, New Delhi",,163,NO
19036616,Chaayos Chai+Snacks=Relax,"Street Food, Fast Food, Tea, Beverages",4.1,4.0,4.1,"Green Park, New Delhi",,"3,782",NO
20185258,Third Wave Coffee,"Cafe, Beverages, Fast Food, Desserts",4.0,3.6,3.8,"Sector 15, Gurgaon",,11,NO
20184463,Cafe Delhi Heights,"Beverages, Continental, Desserts, Modern Indian, Sandwich",4.0,4.0,4.0,"Netaji Subhash Place, New Delhi",,12,NO
19506127,Bob's Den,"Cafe, Fast Food, Burger, Pizza, Tea, Beverages",4.3,4.0,4.2,"Greater Kailash 1 (GK1), New Delhi",Pro - Get 20% off,335,NO
18421482,Breakfast Hut Amritsari Tandoori Kulche Chole,"North Indian, Street Food",4.0,3.6,3.8,"Krishna Nagar, New Delhi",,10.3K,NO
302427,Mehak Restaurant,"South Indian, North Indian, Chinese",4.0,3.4,3.7,"Shahdara, New Delhi",,952,NO
20023345,The Burger Club,"Burger, Fast Food, Desserts, Beverages",4.0,3.9,4.0,"Signature Global Mall, Ghaziabad",,856,NO
19558924,Studio XO Bar,"North Indian, Chinese, Italian",,3.8,3.8,"Sector 29, Gurgaon",Pro - Get 25% off,147,NO
19848061,Lord Of The Drinks,"Oriental, North Indian, Continental, Beverages",,3.5,3.5,"Preet Vihar, New Delhi",Pro - Get 20% off,84,NO
18767086,The Bar Company,"Chinese, North Indian, Continental, Italian",,4.1,4.1,"Gardens Galleria, Sector 38, Noida",Pro - Get 15% off,520,NO
20061845,Duty Free - Flaunt,"North Indian, Chinese, Continental, Italian, Mexican",,3.9,3.9,"Vegas Mall, Dwarka, New Delhi",Pro - Get 20% off,188,NO
19308422,Lost Lemons,"North Indian, European, Mediterranean",,4.1,4.1,"Sector 29, Gurgaon",Pro - Get 25% off,266,NO
18034050,Elation,"North Indian, European, Italian, Finger Food, Chinese, Pizza, Pasta",,4.1,4.1,"Greater Kailash 1 (GK1), New Delhi",Pro - Get 25% off,797,NO
18281985,Teddy Boy,"Thai, Continental, Mexican, Chinese, Beverages, Desserts",,4.3,4.3,"Connaught Place, New Delhi",Pro - Get 25% off,"5,480",NO
18925817,Key - Hotel Samrat,"Continental, North Indian, Bar Food",,3.7,3.7,"Chanakyapuri, New Delhi",,146,NO
19511785,Infinity Lounge & Bar,"Finger Food, North Indian, Italian, Chinese, Continental",,4.0,4.0,"Punjabi Bagh, New Delhi",Pro - Get 20% off,285,NO
18781332,Underdoggs,"Finger Food, North Indian, Asian, Mexican, Continental",,4.2,4.2,"Worldmark 2, Aerocityt, New Delhi",Pro - Get 20% off,514,NO
18773047,Electro - High Spirit Club,"Continental, Italian, North Indian, Chinese, Beverages",,4.2,4.2,"Rajouri Garden, New Delhi",Pro - Get 50% off,746,NO
19887427,Pizza Galleria,"Pizza, Beverages, Italian, Fast Food",4.2,3.4,3.8,"Nangloi, New Delhi",,704,NO
20101467,Anardana Elevated Dining ,"North Indian, Pizza, Kebab, Chinese, Street Food, Bar Food",,3.8,3.8,"Sangam Courtyard, RK Puram, New Delhi",Pro - Get 20% off,69,NO
18584935,Guru Nanak Rasoi,"North Indian, Rolls",4.0,3.8,3.9,"Dilshad Garden, New Delhi",,11.5K,NO
18608050,Healthy Cravings,"Healthy Food, Fast Food, Wraps, Sandwich, North Indian, Shake, Beverages",4.1,,4.1,"Kalkaji, New Delhi",,"4,481",NO
20015776,tbsp. - Tablespoon,"Cafe, American, Italian, Pizza, Pasta, Desserts, Beverages",,4.0,4.0,"Saket, New Delhi",,105,NO
310228,Chalte Firte Momos & Special Foods,"Momos, Fast Food, Chinese, North Indian, Shake",3.9,3.8,3.9,"Kamla Nagar, New Delhi",,18.7K,NO
18882894,Catalyst Cafe,"Cafe, Healthy Food, Fast Food, Beverages, Salad, Sandwich, Pizza, Burger",3.9,,3.9,"Surya Nagar, Ghaziabad",,823,NO
310078,Burger King,"Fast Food, Desserts, Burger, Beverages, Finger Food",4.2,3.9,4.1,"Select Citywalk Mall, Saket, New Delhi",,12.6K,NO
19630305,Annapurna Bhojnalya,"North Indian, Chinese, Desserts",3.6,3.4,3.5,"Lala Lajpat Rai Marg, New Delhi",,728,NO
19086442,Momo King,"Momos, Chinese",4.0,3.9,4.0,"Malviya Nagar, New Delhi",,"4,214",NO
19174417,The Thickshake Factory,"Beverages, Desserts, Shake",4.2,3.3,3.8,"Basheer Bagh, Hyderabad",Pro - Get 25% off,"3,000",NO
18649671,Fancy Ice Cream,"Desserts, Ice Cream",4.2,2.8,3.5,"Charminar, Hyderabad",,"4,593",NO
19703160,Babai Hotel,"North Indian, Biryani, Andhra",3.9,3.2,3.6,"Moosapet, Hyderabad",,568,NO
20056569,AB's -Absolute Barbecues,"North Indian, Continental, BBQ, Desserts, Beverages",3.8,3.8,3.8,"Kompally, Hyderabad",,262,NO
19202663,Hotel Sri Raghavendra,"South Indian, North Indian, Chinese, Desserts, Beverages",4.1,3.6,3.9,"L B Nagar, Hyderabad",,"3,626",NO
19298656,Spice Leaf Restaurant,"Biryani, North Indian, Chinese, Seafood, Mughlai",4.1,3.8,4.0,"Vanasthalipuram, Hyderabad",,"1,957",NO
20036867,Sri Santosh Family Dhaba,"North Indian, Chinese",3.8,,3.8,"ECIL, Secunderabad",,345,NO
19994935,Let's Eat - Asa Khaiba,"Odia, North Indian, Biryani, Chinese",3.8,3.6,3.7,"Madhapur, Hyderabad",,164,NO
90847,Chili's American Grill & Bar,"American, Mexican, Burger, Tex-Mex",3.8,4.5,4.2,"Inorbit Mall, Hitech City, Hyderabad",Pro - Get 15% off,"9,701",NO
20092590,Shree Santosh Family Dhaba,"North Indian, Chinese, Biryani, Desserts",3.8,3.1,3.5,"S R Nagar, Hyderabad",,303,NO
18758520,Prism Club & Kitchen,"Finger Food, North Indian, Continental, European, Italian, Chinese",,4.2,4.2,"Gandipet, Hyderabad",,988,NO
92577,Heart Cup Coffee,"Continental, North Indian, Mughlai, Asian, Kebab, Coffee, Beverages",4.0,4.4,4.2,"Kondapur, Hyderabad",Pro - Get 30% off,"6,046",NO
18464791,Amnesia Lounge Bar,"Finger Food, American, Italian, North Indian, Modern Indian",,4.1,4.1,"Jubilee Hills, Hyderabad",Pro - Get 15% off,"1,928",NO
18933160,Absorb - The Boutique Bar,"North Indian, Asian, Italian, Fast Food, Beverages",,4.1,4.1,"Jubilee Hills, Hyderabad",Pro - Get 20% off,909,NO
20152679,Prism Brew House,"Chinese, Continental, Finger Food, North Indian",Newly Opened,Newly Opened,3.8,"Gandipet, Hyderabad",Pro - Get 30% off,53,NO
18807262,Broadway,"Continental, North Indian, Chinese, Beverages",4.3,4.3,4.3,"Jubilee Hills, Hyderabad",,"2,303",NO
19979098,Raise The Bar,"Finger Food, Chinese, Mughlai, North Indian, Fast Food, Beverages",,4.0,4.0,"Manikonda, Hyderabad",Pro - Get 20% off,158,NO
18487746,Repete Brewery & Kitchen,"Continental, North Indian, Fast Food, Chinese, Beverages",,4.1,4.1,"Jubilee Hills, Hyderabad",Pro - Get 25% off,"2,680",NO
18571323,Tabula Rasa,"Continental, Cafe, North Indian, Asian",,4.2,4.2,"Jubilee Hills, Hyderabad",,"1,471",NO
19948263,Grease Monkey ,"Bar Food, North Indian, Italian, Fast Food, Chinese, Kebab",,3.9,3.9,"Jubilee Hills, Hyderabad",,172,NO
93000,Sarvi Restaurant,"Biryani, North Indian, Mughlai, Chinese, Hyderabadi",4.0,4.4,4.2,"Banjara Hills, Hyderabad",,"9,935",NO
19499411,Blind Ch3mistry,"Cafe, Italian, Continental, Desserts, Shake",4.0,4.1,4.1,"Jubilee Hills, Hyderabad",Pro - Get 15% off,332,NO
90042,Cafe 555 & Aqeeq Restaurant,"Hyderabadi, Chinese, Biryani",4.0,4.3,4.2,"Masab Tank, Hyderabad",,113.2K,NO
18664304,Turkish Central,"Turkish, Lebanese",3.5,3.9,3.7,"Nampally, Hyderabad",,11.2K,NO
93364,Soups N Salads,"Salad, Healthy Food, Continental",4.0,4.0,4.0,"Jubilee Hills, Hyderabad",Pro - Get 25% off,"1,538",NO
19987320,Ever Green Family-Dine In,"North Indian, South Indian, Chinese, Biryani",4.0,,4.0,"Moosapet, Hyderabad",,183,NO
19185510,Burger King,"Burger, Fast Food, Beverages",4.1,3.9,4.0,"Panjagutta, Hyderabad",,"2,987",NO
94244,New Grand Restaurant & Bakery,"Chinese, North Indian, Biryani, Bakery, Beverages, Street Food, Desserts",3.9,3.8,3.9,"Begum Bazaar, Hyderabad",,"2,281",NO
19981275,Central Biryani Zone,"Biryani, North Indian, Chinese",3.9,3.2,3.6,"Nagole, Hyderabad",,"1,336",NO
18635417,Balapur Bawarchi Restaurant,"North Indian, Chinese, Biryani",4.0,3.8,3.9,"Meerpet, Hyderabad",,"5,427",NO
19552531,Star Kitchen,"Chinese, Fast Food",4.0,,4.0,"Chandrasekharpur, Bhubaneshwar",,62,NO
19407791,Hotel Surprise,"North Indian, Chinese, Mughlai, Fast Food, Biryani",4.1,,4.1,"Unit 4, Bhubaneshwar",,154,NO
2901233,WOW! Momo,"Momos, Fast Food, Tibetan",4.4,3.6,4.0,"Kharabela Nagar, Bhubaneshwar",,"3,810",NO
2901243,The Fork,"Chinese, Thai, Continental",3.7,4.1,3.9,"Bhimatangi, Bhubaneshwar",,"2,036",NO
20173660,Chai Sutta Bar,"Cafe, Fast Food, Beverages, Sandwich, Burger, Shake",3.8,3.1,3.5,"Sahid Nagar, Bhubaneshwar",,29,NO
18761066,Hot Chilli Fast Food,"North Indian, Chinese, Mughlai, Seafood, Fast Food",3.6,3.7,3.7,"Patia, Bhubaneshwar",,38.2K,NO
18785111,Rice Bowl,"North Indian, Chinese, Continental, Mughlai, Seafood, Beverages",4.0,3.3,3.7,"Ashok Nagar, Bhubaneshwar",,"1,475",NO
2900578,Foods Day,"Biryani, Fast Food, Rolls, Chinese",4.1,4.2,4.2,"Sahid Nagar, Bhubaneshwar",,"3,033",NO
19614712,Amrut Food Palace,"North Indian, Chinese, Fast Food, Rolls",4.0,3.0,3.5,"Sahid Nagar, Bhubaneshwar",,580,NO
18336901,Biggies Burger,"Fast Food, Burger, Beverages",4.1,4.5,4.3,"Baramunda, Bhubaneshwar",,"9,075",NO
2901166,Echoes,"Finger Food, Chinese, Fast Food, North Indian, Oriental, Beverages",4.2,3.8,4.0,"Patia, Bhubaneshwar",Pro - Get 20% off,563,NO
2901378,Barbecue Odisha,"North Indian, Chinese, BBQ, Biryani",3.9,3.6,3.8,"Chandrasekharpur, Bhubaneshwar",Pro - Get 20% off,"2,701",NO
20025712,Pathsala Cafe & Restro,"Chinese, Desserts, Fast Food, North Indian, Beverages",4.0,3.4,3.7,"Khandagiri, Bhubaneshwar",,30,NO
19979217,"The Aromas, Multi Cuisine Restaurant","Mughlai, North Indian, Chinese, Rolls",3.8,3.5,3.7,"Jagmohan Nagar, Bhubaneshwar",,162,NO
19062524,Sigree,North Indian,4.0,4.0,4.0,"Rasulgarh, Bhubaneshwar",,713,NO
20071526,Ice - Indian Chicken Express,"Fast Food, Beverages",4.0,,4.0,"Jagmohan Nagar, Bhubaneshwar",,52,NO
19727314,Hotel Maa Tara Tarini,"North Indian, Seafood",3.8,,3.8,"Rasulgarh, Bhubaneshwar",,462,NO
19961905,Mughlai Munchies,"North Indian, Mughlai, Chinese",3.8,3.7,3.8,"Jayadev Vihar, Bhubaneshwar",,506,NO
19432252,Zingiber,"South Indian, Chettinad, Fast Food, Desserts, Beverages, Bakery",4.2,3.4,3.8,"Nayapalli, Bhubaneshwar",,330,NO
19313590,Kolkata Bhoj,"North Indian, Bengali, Mughlai, Biryani, Chinese",3.9,3.9,3.9,"Patia, Bhubaneshwar",,869,NO
19724575,Sai Krishna Sweets (A South Indian Restaurant),"South Indian, Street Food, Chinese, Mithai",3.7,,3.7,"Nayapalli, Bhubaneshwar",,88,NO
18867705,Ama Odisha Hotel,"North Indian, Odia",3.9,,3.9,"Rasulgarh, Bhubaneshwar",,"2,177",NO
19683048,The Lassi Corner,"Beverages, Ice Cream, Sandwich, Burger, Wraps, Fast Food, Shake, Cafe",4.1,3.9,4.0,"Kalinga Nagar, Bhubaneshwar",,407,NO
2900640,Chai Break,"North Indian, Sandwich, Biryani, Italian, Chinese, Desserts, Beverages, Tea",4.4,4.4,4.4,"Patia, Bhubaneshwar",,"3,148",NO
2901669,Kruti Coffee,"Cafe, Continental, Italian, Beverages",4.2,4.3,4.3,"Patia, Bhubaneshwar",,"4,285",NO
18945393,All Dough Bakers,"Cafe, Fast Food, Pizza, Beverages",4.1,4.1,4.1,"Jatni, Bhubaneshwar",,11K,NO
20104064,Starbucks Coffee,"Cafe, Beverages, Fast Food, Desserts",4.3,3.0,3.7,"Rasulgarh, Bhubaneshwar",,426,NO
2900518,BrewBakes 7 Sky,"Cafe, Beverages, Salad, Fast Food, Italian, Sandwich, Pizza, Desserts",3.5,3.8,3.7,"Jagmohan Nagar, Bhubaneshwar",Pro - Get 25% off,"3,222",NO
18775062,Cinnabon,"Cafe, Coffee, Beverages, Desserts",4.5,4.0,4.3,"Rasulgarh, Bhubaneshwar",,913,NO
2900044,Mamma Mia - Mayfair Lagoon,"Cafe, Bakery, Continental, Beverages",4.5,4.6,4.6,"Mayfair Lagoon, Jayadev Vihar, Bhubaneshwar",,"1,070",NO
19137979,Ride Inn Cafe,"Cafe, North Indian, Chinese, Italian, Desserts, Beverages",,3.6,3.6,"Tibetan Colony, Manali",,19,NO
18706437,Dylan's,Cafe,,4.1,4.1,"Old Manali, Manali",,63,NO
18705352,Cafe 1947,Cafe,,4.2,4.2,"Tibetan Colony, Manali",,351,NO
19143083,Kuber Fast Meals,"Chinese, Fast Food",4.0,3.5,3.8,"Kullu, Manali",,7,NO
18706261,Drifters' Cafe,"Continental, Fast Food, Sandwich",,4.2,4.2,"Old Manali, Manali",,206,NO
18705394,Johnson's Bar Restaurant,North Indian,,4.5,4.5,"Old Manali, Manali",,159,NO
18705350,Cafe Melange,Cafe,,3.7,3.7,"Old Manali, Manali",,24,NO
18705360,River Music Garden Restaurant & German Bakery,"North Indian, Italian, Israeli, Desserts, Chinese, Bakery",,4.2,4.2,"Old Manali, Manali",,44,NO
18705726,Renaissance,"Mexican, Italian, Cafe",,3.9,3.9,"Old Manali, Manali",,21,NO
18705865,Chopsticks,"Chinese, Japanese, Tibetan",,4.1,4.1,"Aleo, Manali",,319,NO
18705391,The Johnson's Cafe,"Cafe, Continental",,4.4,4.4,"Old Manali, Manali",,230,NO
18705311,The Lazy Dog,Cafe,,4.3,4.3,"Old Manali, Manali",,281,NO
18705335,Cafe Moon Dance,Cafe,,3.9,3.9,"Old Manali, Manali",,30,NO
18706268,Southern Souls Cafe And Eatery,South Indian,,3.9,3.9,"Old Manali, Manali",,39,NO
18705867,Mount View's Noodles,"North Indian, Japanese, Italian",,3.9,3.9,"Aleo, Manali",,54,NO
19150386,The Corner House Restaurant,"North Indian, Chinese",3.9,3.9,3.9,"Tibetan Colony, Manali",,30,NO
18706281,Sher-e-Punjab,"North Indian, Mughlai, Chinese, Fast Food, Beverages",,3.5,3.5,"Aleo, Manali",,127,NO
18706264,Cafe Amigos,"Cafe, Fast Food, Chinese, Italian, Momos, Beverages, Salad, Desserts",,3.5,3.5,"Aleo, Manali",,18,NO
18705349,Cafe Evergreen,Cafe,,3.7,3.7,"Old Manali, Manali",,56,NO
18706258,Johnny's Pizza,Italian,4.4,3.7,4.1,"Old Manali, Manali",,91,NO
20178998,Farmhouse Brass Anchor Rest-O-Bar,"North Indian, Chinese, Seafood, Mughlai, Biryani, Fast Food, Desserts",Newly Opened,Newly Opened,3.5,"Borivali West, Mumbai",,55,NO
20189766,Bougain Villa,"Steak, Pizza, Burger, Pasta, Salad, Desserts",Newly Opened,Newly Opened,3.7,"Lower Parel, Mumbai",,20,NO
20197458,Chaayos Chai+Snacks=Relax,"Fast Food, Street Food, Beverages",4.0,3.9,4.0,"Vasai, Mumbai",,13,NO
20185992,Starbucks Coffee,"Bakery, Desserts, Beverages, Fast Food, Coffee",4.1,3.7,3.9,"Matunga East, Mumbai",,22,NO
20169774,Blabber All Day,"Asian, Continental, North Indian, Modern Indian",Newly Opened,Newly Opened,3.5,"Borivali East, Mumbai",,58,NO
20156748,Mastermind Bicycle Cafe,"Italian, Salad, Fast Food, Coffee, Bengali, Desserts, Ice Cream",Newly Opened,Newly Opened,3.5,"Mulund West, Mumbai",,5,NO
20040020,Independence Brewing Company,"American, Cafe, Continental",Newly Opened,Newly Opened,3.6,"Powai, Mumbai",,18,NO
19053257,Messy Adda,"Fast Food, Italian, Street Food, Beverages, Shake",3.4,4.0,3.7,"Matunga East, Mumbai",,780,NO
19470350,WOW! China,"Chinese, Asian, Rolls, Desserts",3.6,3.4,3.5,"Chembur, Mumbai",,981,NO
19230212,Finch BrewCafe,"Continental, North Indian, Beverages",3.9,4.2,4.1,"Powai, Mumbai",Pro - Get 15% off,675,NO
36950,Toto's Garage,"North Indian, Chinese, Continental",,4.1,4.1,"Pali Hill, Bandra West, Mumbai",,"1,071",NO
17759330,Kitty Su - The Lalit Mumbai,Finger Food,,3.9,3.9,"The Lalit Mumbai, Chakala, Mumbai",,813,NO
19544944,Hangout Lounge & Restro Bar,"Mughlai, North Indian, Chinese",3.9,3.9,3.9,"Bhayandar, Mumbai",Pro - Get 20% off,465,NO
19336586,HEX - High Energy Xperience,"North Indian, Italian",,3.8,3.8,"Fun Republic Mall, Veera Desai Area, Mumbai",,75,NO
43845,Road House Bluez,"Chinese, Fast Food, Pizza",,4.3,4.3,"Azad Nagar, Mumbai",,934,NO
16529351,British Brewing Company,"British, Italian, Burger, Continental, European, Pizza, Salad, Beverages",3.9,4.2,4.1,"Inorbit Mall, Vashi, Navi Mumbai",,"2,296",NO
18909233,Barrel Mansion,"Asian, Continental, Italian, Bar Food",,4.0,4.0,"Sahara Star, Vile Parle East, Mumbai",,523,NO
19821066,Toco,"South Indian, Italian",4.0,4.0,4.0,"Andheri Lokhandwala, Andheri West, Mumbai",,175,NO
19556766,Tunak Tunak Tunn,"North Indian, Chinese, Bar Food, Kebab",4.0,4.2,4.1,"Mulund West, Mumbai",Pro - Get 20% off,"1,146",NO
18443616,Matahaari,"Continental, Mediterranean, American, Italian, Chinese, Japanese, Finger Food, Asian",,3.7,3.7,"Atria Mall, Worli, Mumbai",,680,NO
19000002,TBHC,"Cafe, Fast Food, Continental, Pasta, Desserts, Beverages",4.0,4.1,4.1,"Azad Nagar, Mumbai",Pro - Get 25% off,445,NO
18446376,The Friends Bench All Day Cafe,"Cafe, Italian, Continental, Mexican, Desserts, Pizza, Pasta, Burger",3.3,4.2,3.8,"Vile Parle East, Mumbai",,"1,284",NO
19292359,Souffle S'il Vous Plait,"European, Sandwich, Healthy Food, Desserts",4.1,3.9,4.0,"Churchgate, Mumbai",,192,NO
43534,Hungry.Com,"North Indian, Chinese, Biryani",3.7,4.0,3.9,"Mahakali, Mumbai",,25.9K,NO
